wave number,-5_1,-5_2,-5_3,-5_4,-5_5,-5_6,-5_7,-5_8,-7_1,-7_2,-7_3,-8_1,-8_2,-8_3,-8_4,-9_1,-9_2,-9_3,-9_4,-10_1,-10_2,-10_3
1275.96,18160,17582,13926,9956,22388,26338,41328,34012,11618,30704,22286,39368,45766,22770,25770,50952,21118,23140,36910,8614,43096,12770
1277.57,18498,17602,13944,9936,22512,26614,41250,34410,11668,30782,22320,39398,45716,22726,25746,51252,21206,23262,37058,8648,43042,12656
1279.17,18650,17586,14038,10000,23028,26398,41376,34282,11690,31008,22388,39386,46018,22714,25786,51292,21176,23254,36814,8624,43084,12866
1280.77,18444,17412,13938,10126,22752,26616,41356,34422,11810,31114,22448,39758,45994,22890,26172,51326,21116,23212,36892,8594,43292,12636
1282.38,18488,17536,13992,9918,22780,26734,41320,34330,11770,31316,22416,39764,46412,22842,26036,51600,21290,23396,37148,8612,43326,12674
1283.98,18556,17686,14100,9956,22610,26624,41498,34690,11804,31202,22582,39704,46212,22912,26208,51752,21090,23398,37164,8522,43316,12786
1285.58,18576,17824,13952,9830,22784,26730,41314,34688,11786,31284,22512,39888,46466,23050,26146,51902,21270,23578,37494,8624,43714,12704
1287.18,18534,17632,14056,9742,22706,26800,41474,34570,11782,31312,22684,40012,46450,23124,26168,52074,21384,23432,37324,8636,43822,12606
1288.79,18540,17774,14030,9810,22942,26882,41770,34988,11896,31446,22750,40064,46684,22936,26200,52094,21348,23444,37344,8686,43752,12772
1290.39,18522,17746,14034,9930,22802,26868,41662,35094,11858,31570,22604,40298,46686,23180,26322,52224,21220,23500,37354,8616,43756,12772
1291.99,18790,17896,13978,9760,22908,26958,41734,35160,11896,31874,22806,40238,47064,23154,26240,52720,21482,23702,37502,8716,43644,12792
1293.59,18572,17618,14100,9868,22884,27008,41990,35122,11874,31746,22768,40228,47028,23062,26404,52426,21222,23780,37498,8706,43872,12814
1295.19,18652,17858,14140,9822,22988,27000,41896,35352,11976,31662,22734,40376,47156,23418,26420,52632,21482,23670,37504,8692,44274,12824
1296.79,18636,17750,14036,9820,22934,27052,41994,35506,11884,31708,22582,40368,47478,23536,26838,52830,21510,23760,37726,8736,45224,12760
1298.39,18616,17722,14156,9776,23018,27172,42094,35442,11898,32154,22716,40424,47524,23356,26758,52876,21616,23820,37606,8644,44616,12776
1299.99,18706,17926,13952,9856,23040,27078,42084,35790,11856,32356,23036,40688,47168,23574,26808,53030,21520,24064,37704,8688,44928,12790
1301.59,18578,17896,14044,9780,23078,26934,42070,35740,11860,32310,22978,40720,47316,23414,26722,53034,21528,23704,37780,8750,44924,12864
1303.19,18754,17824,14120,9754,23180,27160,42246,35846,11862,32434,22932,40742,47818,23424,26762,53142,21688,23918,37834,8790,45270,12734
1304.78,18700,17828,14180,9766,23166,27234,42404,35380,11870,32264,22948,41048,47410,23426,26732,53208,21782,24066,37956,8726,44830,12924
1306.38,18602,17932,14142,9750,23124,27238,42410,36192,11844,32388,22850,40868,47922,23420,26850,53270,21434,23888,38140,8720,45212,12776
1307.98,18942,17948,14080,9680,23124,27444,42308,36364,11878,32368,23046,40970,47934,23570,27014,53544,21698,24050,37948,8742,45220,12768
1309.58,18846,17794,14078,9666,23140,27124,42452,36044,11894,32658,23202,41310,47958,23532,26890,53596,21560,24118,37994,8714,45240,12686
1311.18,18658,17744,14022,9816,22984,27400,42268,36114,11930,32682,23012,41176,48002,23544,26922,53768,21892,24080,38078,8736,45530,12734
1312.77,18632,17816,14056,9762,22956,27256,42530,35948,11992,32532,22950,41186,47874,23586,26592,53840,21904,23944,38274,8724,45948,12752
1314.37,18660,17826,14108,9684,23116,27368,42450,36560,11840,32886,22994,41482,48174,23786,27060,53876,21674,24264,38194,8720,46146,12884
1315.97,18818,17858,14240,9768,23224,27418,42404,36350,11906,32946,23100,41022,48364,23674,26762,53978,21962,24126,38306,8788,46016,12804
1317.56,18854,17724,14170,9854,23042,27342,42512,36498,11964,32974,23070,41152,48094,23800,27088,53956,21768,24314,38106,8584,44900,12844
1319.16,18868,18036,13994,9802,23132,27538,42618,36688,12100,33052,23058,41512,48196,23792,26910,53998,21834,24218,38132,8730,44470,12784
1320.75,18902,17868,14212,9772,23156,27482,42572,36518,11858,33120,23192,41486,48308,23764,26950,54086,21864,24172,38048,8774,44848,12794
1322.35,18984,17896,14130,9804,23060,27544,42764,36780,11996,33142,23160,41396,48280,23718,26956,54344,21968,24056,38350,8658,44836,12714
1323.94,18824,17500,14164,9740,23174,27488,42484,36874,11858,33006,23046,41504,48630,23628,27188,54178,21846,24414,38276,8748,44994,12786
1325.54,18660,17748,14074,9618,23228,27376,42838,36802,11934,33132,23056,41266,48452,23934,27262,54532,21980,24234,38344,8782,44944,12736
1327.13,18800,17820,14210,9740,23232,27586,43040,36940,11832,33304,23140,41454,48406,23712,27174,54206,21922,24284,37986,8760,44942,12784
1328.73,18766,17924,14250,9690,23200,27500,42720,36932,11946,33448,23200,41352,48494,23780,26948,54240,21708,24362,38262,8740,44898,12714
1330.32,18764,17722,13956,9706,23228,27400,42812,37002,11920,33342,23244,41720,48318,23920,27252,54618,21896,24052,38106,8866,44928,12610
1331.91,18712,17858,14070,9812,23118,27968,42818,37114,12036,33496,23224,41404,48266,23802,27222,54652,22028,24318,38318,8784,45100,12850
1333.51,18844,17818,14028,9668,23230,27572,42820,37200,11766,33442,23114,41746,48368,23870,27184,54402,21884,24342,38226,8662,44780,12754
1335.1,18798,17742,14104,9764,23140,27622,42436,37120,12052,33466,23186,41356,48548,23982,27510,54604,21964,24466,38488,8800,44982,12552
1336.69,18770,17842,14070,9728,23298,27650,42772,37036,12016,33476,23136,41734,48504,23646,27352,54702,22034,24164,38230,8754,44908,12696
1338.28,18778,17692,14010,9670,23360,27386,42834,37158,11956,33564,23036,41690,48306,23886,27350,54544,21910,24222,38416,8600,44934,12650
1339.88,18784,17656,13824,9638,23174,27602,42764,37280,11906,33472,23140,41824,48568,23720,27210,54456,21836,24042,38450,8714,45158,12658
1341.47,18860,17884,13974,9706,23210,27788,42706,37186,11772,33456,23310,41966,48440,23920,27192,54782,22030,24316,38560,8758,44788,12610
1343.06,18826,17880,14000,9584,23138,27606,42936,37254,12040,33642,23250,42048,48586,23888,27362,54708,21908,24514,38250,8730,44786,12668
1344.65,18812,17672,13926,9590,23114,27766,42808,37500,11918,33836,23146,41850,48556,24100,27332,54822,22278,24292,38532,8706,45156,12728
1346.24,18692,17782,14164,9716,23308,27740,42970,37528,11996,33658,23242,42024,48666,23776,27136,54630,22086,24320,38486,8742,44982,12708
1347.83,18992,17836,13998,9650,23170,27956,42916,37662,12090,34050,23366,41968,48548,23902,27462,55066,22128,24622,38542,8680,45300,12678
1349.42,18684,17874,13942,9578,23398,27748,43058,37592,11958,34000,23308,42282,48724,23862,27278,55036,21970,24454,38392,8736,45344,12804
1351.01,18876,17894,14214,9610,23430,27814,42636,37550,12076,34062,23150,41932,48718,24012,27574,55324,22172,24518,38554,8866,45194,12788
1352.6,19044,17860,14112,9604,23284,27856,43024,37364,11966,33604,23090,42264,48794,23812,27276,54954,22040,24246,38394,8754,45278,12770
1354.19,19076,17808,14154,9594,23372,27656,43030,37584,11970,34036,23450,42060,48748,24016,27502,55288,21974,24652,38548,8790,45526,12702
1355.78,19046,17758,14004,9584,23330,27986,42842,37562,11994,33974,23344,42180,48966,23950,27578,55264,22194,24660,38630,8740,45188,12556
1357.36,18940,17864,14082,9564,23290,27976,42910,37690,11988,34134,23274,42044,48690,24096,27218,55326,22046,24706,38624,8740,45288,12662
1358.95,18960,18116,14090,9518,23526,27926,43158,37584,11956,34120,23382,41970,48738,24148,27402,55308,22108,24442,38722,8774,45444,12734
1360.54,18922,17904,14124,9384,23168,28214,43274,37776,12074,34162,23316,42380,48934,24086,27660,55408,22234,24642,38850,8736,45544,12826
1362.13,18912,17844,14036,9546,23328,28220,43360,37848,12134,34472,23376,42016,49002,23904,27492,55100,22332,24804,38718,8852,45528,12708
1363.72,19114,17886,14058,9542,23218,28288,42992,37918,11974,33964,23460,42040,48658,23944,27550,55448,22144,24550,38770,8774,45698,12730
1365.3,19002,17888,14286,9498,23456,28084,43018,37774,12044,34142,23434,42360,48806,24382,27486,55752,22334,24690,38818,8772,45722,12856
1366.89,19082,17854,14216,9514,23652,28078,43188,37990,11916,34172,23406,42460,49084,24188,27622,55672,22246,24912,38926,8716,45614,12802
1368.48,19270,17872,14112,9580,23306,27970,43236,38094,11956,34342,23524,42304,49070,24226,27696,55350,22336,24684,39028,8806,45580,12810
1370.06,19078,18014,14116,9520,23448,28126,43284,38202,11906,34144,23550,42526,49108,24328,27696,55680,22198,24706,39070,8896,45740,12776
1371.65,19290,18076,14218,9496,23598,28218,43580,37746,11940,34508,23490,42274,49004,24252,27694,55646,22106,24958,39072,8882,46044,12790
1373.23,19122,18138,14118,9484,23626,28286,43582,38092,11980,34450,23322,42408,49178,24182,27592,55656,22332,24684,38866,8842,45632,12700
1374.82,19176,18084,14238,9474,23458,28204,43372,38194,12140,34442,23604,42642,49080,24284,27698,55886,22408,24798,39230,8744,45888,12846
1376.4,19220,18048,14262,9512,23452,28474,43520,38362,12094,34562,23508,42546,49268,24242,27634,55892,22390,25000,39320,8818,45772,12754
1377.99,19184,17960,14258,9342,23546,28384,43496,38408,12052,34592,23724,42708,49220,24138,27664,55984,22446,24778,39434,8896,46156,12888
1379.57,19082,17964,14204,9306,23590,28488,43420,38114,12112,34500,23400,42708,49340,24358,27760,55986,22364,24858,39192,9020,46242,12732
1381.16,19214,17898,14172,9438,23650,28342,43640,38154,12160,34476,23602,42674,49254,24214,27798,55996,22544,24720,39344,8794,46146,12702
1382.74,19192,17956,14222,9398,23584,28178,43616,38536,12110,34462,23386,42518,49074,24196,27646,55882,22350,24934,39222,8938,46012,12854
1384.32,19356,18194,14248,9312,23808,28234,43772,38446,12048,34466,23646,42964,49440,24396,27720,56016,22320,25114,39512,8878,46154,12882
1385.91,19266,18088,14228,9350,23760,28344,43686,38260,12146,34592,23610,42882,49736,24490,27564,56218,22574,24970,39488,8900,46242,12806
1387.49,19256,18046,14326,9398,23704,28434,43788,38406,12110,34602,23644,42634,49412,24294,27634,56292,22280,24932,39524,8848,46434,12836
1389.07,19300,18058,14300,9286,23826,28502,43866,38652,12072,34434,23644,42734,49496,24486,27704,56310,22502,25154,39358,8938,46208,13030
1390.65,19272,18110,14194,9460,23588,28622,43940,38352,12148,34372,23450,42890,49528,24364,27776,56338,22700,25076,39404,8912,46514,12962
1392.23,19320,18294,14294,9358,23882,28394,44020,38750,12154,34654,23528,42768,49646,24440,27668,55914,22478,25110,39500,8986,46386,12870
1393.82,19390,18170,14310,9380,23936,28464,43848,38758,12166,34682,23586,42740,49640,24460,27930,56300,22570,25242,39554,9008,46368,13100
1395.4,19494,18358,14436,9232,23832,28750,44028,38406,12254,34934,23786,42982,49700,24430,28094,56510,22496,25048,39662,8928,46528,12916
1396.98,19394,18128,14354,9290,23686,28518,44004,38792,12142,34878,23476,42948,49542,24434,27972,56448,22748,25140,39454,8926,46520,12884
1398.56,19440,18130,14370,9244,23890,28408,44068,38826,12192,34936,23796,42834,49514,24282,27706,56420,22374,25334,39752,8850,46338,12910
1400.14,19504,18254,14300,9112,23762,28608,43918,38628,12180,34786,23500,42676,49672,24476,27620,56466,22598,25106,39540,8990,46528,12894
1401.72,19344,18192,14344,9186,23918,28538,43876,38726,12146,34548,23500,42796,49482,24528,27704,56374,22614,25424,39560,8980,46484,12748
1403.3,19460,18090,14316,9110,23874,28510,44068,38692,12118,34434,23476,42758,49574,24566,27894,56726,22474,25138,39496,8858,46812,12802
1404.88,19456,18116,14364,9124,23846,28618,44042,38760,12200,34392,23606,42860,49522,24712,27934,56134,22564,25240,39588,8860,46458,12920
1406.46,19432,18276,14372,9164,23962,28428,44258,38980,12186,34682,23666,42836,49628,24472,27832,56334,22470,25074,39694,8920,46606,12998
1408.04,19432,18212,14238,9202,23958,28540,43994,38716,12098,34514,23668,43116,49428,24584,27818,56466,22508,25418,39766,9036,46846,13038
1409.61,19380,18010,14318,9254,23964,28582,44042,38764,12236,34728,23754,43004,49874,24430,27848,56408,22444,25076,39814,8868,46608,12940
1411.19,19522,18088,14556,9108,23872,28588,43930,39042,12166,34958,23508,43038,49618,24406,27858,56506,22610,25404,39786,9068,46888,12944
1412.77,19378,18286,14368,9136,23946,28408,44140,38816,12062,34654,23318,43002,49436,24172,27652,56472,22528,25154,39570,8932,46716,12850
1414.35,19468,18206,14388,9060,23952,28360,43994,38542,11994,34644,23458,42794,49352,24382,27734,56372,22500,25308,39608,8844,46502,12842
1415.92,19368,18212,14386,9084,23856,28612,44090,38704,12192,34596,23282,42994,49472,24386,27778,56410,22740,25386,39784,8984,46334,13034
1417.5,19676,18298,14326,9038,23898,28598,44060,38936,12294,34580,23542,43010,49896,24498,27528,56278,22520,25302,39478,8888,46356,12902
1419.08,19452,18270,14394,9222,23870,28670,43994,38862,12208,34488,23474,43068,49746,24638,27548,56084,22694,25476,39830,8842,46460,12974
1420.66,19508,18268,14428,9174,23972,28588,44004,38798,12214,34560,23396,42704,49602,24410,27928,56372,22704,25156,39822,9038,46352,12890
1422.23,19412,18078,14394,9090,23874,28564,43790,38818,12084,34520,23572,42902,49556,24508,27676,56278,22528,25268,39610,8974,46600,12958
1423.81,19418,18242,14092,8964,24070,28626,44158,38752,12134,34340,23306,42532,49350,24546,27648,56114,22428,25262,39418,8946,46682,13002
1425.38,19466,18156,14288,9094,23972,28638,44160,38586,12166,34326,23414,42932,49782,24464,27808,56784,22524,25216,39548,8930,46612,12798
1426.96,19382,18106,14294,9008,24000,28620,44108,38608,12194,34350,23516,42482,49276,24334,27626,56140,22486,25234,39708,9054,46292,12906
1428.53,19448,18254,14314,8996,24034,28668,44214,38754,12230,34584,23444,42604,49782,24238,27812,56310,22516,25150,39774,9034,46914,12872
1430.11,19368,17948,14256,8920,23866,28468,43908,38788,12286,34448,23484,42512,49582,24306,27648,55934,22698,25194,39714,8912,46318,12702
1431.68,19620,18192,14358,8960,23754,28486,44202,38736,12048,34288,23294,42730,49152,24374,27378,56274,22404,25244,39386,8974,46484,12986
1433.26,19500,18234,14204,9020,23832,28630,44252,38580,12116,34202,23274,42806,49224,24376,27534,55914,22352,25058,39908,8922,46732,12822
1434.83,19482,18246,14356,9002,23996,28480,44058,38862,12364,34444,23078,42302,49314,24498,27552,55972,22598,25128,39560,8958,46412,12778
1436.4,19284,18174,14332,8916,23588,28558,43852,38690,12206,34302,23260,42644,49372,24308,27530,56186,22542,25226,39642,8792,46520,12866
1437.98,19406,18212,14296,8922,23908,28642,44020,38814,12044,34428,23130,42224,49358,24238,27338,56142,22430,25054,39668,8912,46254,12764
1439.55,19378,18012,14242,8892,23842,28418,44050,38626,12072,34286,23182,42576,49090,24210,27850,56108,22450,25218,39720,8938,46514,12894
1441.12,19452,18184,14226,8936,23882,28418,44008,38818,12090,34496,23294,42544,49250,24342,27460,56226,22636,25204,39630,8924,46328,12892
1442.69,19464,18242,14326,8970,23822,28740,44148,38514,12064,34442,23328,42704,49312,24304,27426,56276,22582,25268,39674,8974,46392,12900
1444.27,19564,18278,14382,8906,23846,28606,44296,38766,12224,34284,23128,42346,49356,24252,27730,56024,22374,25132,39816,8968,46490,12830
1445.84,19398,18296,14262,8884,23822,28512,44006,39026,12148,34392,23248,42884,49600,24394,27362,56226,22492,24990,39894,8798,46512,12822
1447.41,19480,18286,14448,8776,24026,28650,44008,38732,12064,34284,23210,42620,49240,24252,27580,56178,22506,25174,39732,8848,46560,12792
1448.98,19480,18222,14370,8862,23722,28478,44274,38854,12138,34424,23428,42560,49124,24470,27556,56410,22528,25128,39560,8962,46188,12710
1450.55,19578,18268,14398,8788,23880,28710,44178,38782,12250,34378,23336,42734,49332,24458,27564,56322,22672,25324,39626,8980,46610,12780
1452.12,19702,18094,14368,8890,23934,28660,44178,38904,12222,34438,23424,42884,49658,24424,27518,56378,22640,25112,39750,8928,46404,12910
1453.69,19560,18396,14382,8850,23960,28594,44530,38970,12192,34444,23234,42864,49610,24474,27470,56206,22504,25172,39658,8872,46734,12828
1455.26,19434,18198,14368,8810,23972,28702,44246,39004,12184,34220,23220,42660,49264,24388,27542,56182,22522,25384,39546,9002,46518,12682
1456.83,19398,18334,14410,8722,23990,28542,44126,38840,12256,34748,23522,42932,49550,24424,27676,56182,22814,25152,39964,8934,46782,12884
1458.4,19544,18130,14370,8694,23884,28778,44442,39084,12172,34322,23222,43026,49698,24580,27754,56760,22534,25344,39908,9034,46672,13026
1459.97,19678,18096,14530,8858,24012,28706,44468,38880,12118,34248,23176,42924,49302,24620,27534,56152,22710,25450,39982,8854,46934,12846
1461.53,19732,18266,14414,8732,23884,28874,44166,39016,12204,34594,23390,43004,49720,24366,27826,56704,22730,25310,39924,8844,46796,12848
1463.1,19636,18522,14402,8804,23944,28832,44520,39194,12300,34594,23258,42970,49330,24522,27582,56584,22810,25324,40178,9074,46934,13008
1464.67,19682,18288,14474,8788,24118,28642,44512,39260,12176,34498,23322,42644,49486,24560,27786,56674,22730,25504,39936,9110,47010,12740
1466.24,19536,18362,14432,8646,24182,28788,44580,39310,12032,34610,23396,43210,49540,24560,27570,56534,22794,25500,39924,8944,47070,12862
1467.81,19742,18382,14458,8754,24102,28840,44660,39412,12262,34738,23288,43150,49900,24654,27720,56858,22530,25554,39962,8988,46886,12770
1469.37,19690,18354,14310,8704,24112,28850,44628,39378,12298,34502,23498,43186,49600,24724,27698,56766,22698,25652,40114,8810,46890,12936
1470.94,19746,18454,14486,8798,24482,29010,44646,39386,12284,34706,23366,43000,49850,24716,28040,56854,22986,25434,40274,8992,47162,12804
1472.51,19754,18302,14418,8760,24388,28916,44896,39620,12318,35020,23546,43210,49706,24654,27786,56972,22860,25732,40220,9070,47140,13000
1474.07,19848,18468,14334,8594,24298,29208,44920,39574,12504,34822,23518,43266,49822,24522,28050,57034,22800,25676,40348,9046,47358,12934
1475.64,19886,18448,14536,8676,24094,28824,44796,39668,12238,34960,23536,43414,50130,24916,27778,56928,22708,25806,40372,9110,46968,12864
1477.2,19704,18538,14430,8664,24362,29124,44752,39700,12306,34966,23600,43308,50322,24706,27994,57360,22972,25884,40300,9062,47334,12976
1478.77,19800,18490,14550,8662,24338,29272,45150,39896,12270,34998,23668,43686,49820,24694,27902,56962,23012,25652,40584,9150,47344,12910
1480.33,19968,18442,14456,8640,24326,29186,44952,39986,12314,35226,23666,43520,50026,24862,28262,57618,23070,25946,40494,9008,47690,12970
1481.9,20016,18512,14580,8546,24488,29226,45074,39712,12408,35178,23782,43714,50142,25128,28122,57464,23034,25994,40732,9068,47706,12910
1483.46,19984,18668,14498,8708,24492,29140,45210,39866,12372,35426,23684,43808,50192,25030,28020,57726,23070,25950,40644,9054,47612,13110
1485.03,20018,18516,14596,8654,24430,29416,45368,40174,12494,35436,23808,44068,50450,25134,28058,57876,23240,26006,40986,9134,47650,12956
1486.59,20028,18676,14686,8714,24524,29298,45596,40416,12290,35528,23686,43826,50454,24908,28270,57834,23146,25878,40758,9310,48150,13000
1488.15,19816,18642,14764,8664,24498,29318,45448,40254,12502,35554,23676,43558,51010,25012,28208,58034,23220,25994,41088,9152,47762,13078
1489.72,20118,18706,14612,8666,24598,29272,45282,40484,12060,35602,23920,43956,50466,24886,28120,58214,23286,25992,40666,9236,47980,13194
1491.28,20080,18716,14738,8650,24690,29396,45778,40308,12496,35670,23858,44026,50904,25264,28540,57878,23462,26200,41044,9184,47842,13018
1492.84,19948,18648,14818,8610,24668,29508,45646,40704,12402,35880,24026,44130,50824,25148,28340,58340,23380,26066,40984,9404,47970,13130
1494.41,20070,18730,14736,8550,24730,29512,45888,40722,12454,35876,23936,44216,50902,25198,28638,58386,23406,26172,41270,9202,48362,13202
1495.97,20192,18556,14848,8544,24718,29606,45886,40742,12494,36082,23954,44252,51218,25282,28368,58846,23378,26296,41152,9244,48472,13064
1497.53,20362,18608,14856,8598,24790,29946,45870,40782,12428,36022,23946,44136,51268,25200,28344,58900,23552,26146,41366,9334,48578,13198
1499.09,19950,18726,14578,8536,24842,29698,45872,40648,12634,36222,24006,44744,51256,25402,28620,58532,23274,26512,41344,9196,48198,12980
1500.65,20210,18666,14710,8510,24684,29520,45876,41002,12674,36276,24172,44184,51326,25280,28422,58446,23334,26362,41492,9388,48186,13120
1502.21,20262,18604,14798,8542,24658,29816,45880,40914,12534,36106,24092,44756,51422,25422,28584,58776,23374,26462,41474,9318,48574,13062
1503.77,20238,18696,14700,8506,24672,29748,46322,41272,12480,36644,24204,44544,51282,25226,28646,58966,23582,26414,41468,9298,48696,13148
1505.33,20250,18796,14856,8494,24712,29792,45974,41228,12598,36432,24096,44736,51270,25646,28652,58990,23498,26238,41324,9366,48840,13066
1506.89,20186,18804,14806,8588,24714,30098,46026,41234,12666,36542,24138,44940,51624,25614,28732,59002,23484,26422,41720,9328,48956,13162
1508.45,20230,18704,14758,8532,24830,29654,46222,41338,12644,36432,24240,44926,51524,25358,28882,59150,23678,26460,41298,9200,48742,13182
1510.01,20312,18764,14766,8504,24758,30074,46212,41624,12484,36550,24396,44632,51634,25434,28854,59144,23820,26440,41360,9246,48802,13196
1511.57,20168,18686,14706,8470,24906,30236,46136,41522,12404,36642,24448,45032,51886,25498,28752,59568,23676,26620,41662,9358,48836,13084
1513.13,19996,18732,14848,8604,24824,29912,46340,41610,12542,36854,24522,45020,51462,25600,28908,59198,23716,26532,41848,9180,48830,13022
1514.69,20284,18610,14802,8546,24906,30140,46456,41904,12512,36942,24224,45182,51626,25660,28870,59536,23566,26568,41792,9262,48986,13124
1516.25,20358,18640,14788,8536,24870,29916,46452,41822,12554,36870,24406,44960,51672,25592,28940,59736,23680,26390,41616,9274,49068,13194
1517.8,20324,18772,14860,8388,24784,29922,46364,41766,12648,36904,24366,44910,51856,25770,29080,59428,23684,26904,41832,9238,49176,12994
1519.36,20160,18780,14738,8450,24820,30376,46330,41994,12520,37210,24388,45108,51996,25424,29180,59626,23896,26688,41726,9292,48910,13244
1520.92,20160,18650,14664,8444,24958,30050,46184,42020,12500,37388,24456,45080,52002,25470,28980,59768,23580,26644,41862,9234,49312,13292
1522.48,20194,18618,14700,8440,25020,30356,46472,42252,12460,37054,24338,44920,52016,25780,29136,59618,23740,26854,41842,9342,49106,13136
1524.03,19924,18524,14694,8420,24900,30384,46368,42294,12598,37304,24544,45414,52180,25848,29080,60118,23818,26768,41736,9308,49070,13004
1525.59,20328,18768,14700,8454,24910,30056,46190,42380,12486,37402,24424,45178,52572,25678,29336,60046,23826,26714,41800,9316,49106,13112
1527.15,20416,18520,14716,8362,24860,30014,46418,42336,12456,37420,24528,45184,52208,25636,29138,60074,23786,26652,41748,9352,48866,13086
1528.7,20330,18582,14626,8480,24986,30108,46298,42534,12506,37508,24608,45446,52308,25544,29326,60240,23858,26830,41864,9236,49302,13014
1530.26,20118,18608,14630,8378,24756,30242,46106,42294,12478,37570,24534,45494,52344,25688,28962,60000,23894,26752,42052,9400,49148,13142
1531.81,20220,18526,14760,8424,24790,30384,46156,42484,12424,37616,24544,45224,52172,25666,29214,59756,23794,26810,41718,9274,49254,13062
1533.37,20070,18690,14614,8324,24730,30120,46374,42968,12416,37728,24496,45336,52612,25900,29206,60108,23658,26846,41684,9532,49116,13084
1534.92,20388,18730,14656,8316,24694,30298,46330,42632,12536,38066,24430,45604,52558,25712,29210,60342,23830,26970,41566,9306,48956,13008
1536.48,20302,18664,14668,8364,24676,30076,46562,42850,12534,37962,24624,45604,52422,25802,29260,60332,23862,26958,41960,9294,49188,13056
1538.03,20130,18510,14688,8456,24720,30368,46436,42812,12548,38040,24542,45852,52448,25704,29200,60180,23862,26910,41894,9294,49322,13078
1539.58,20122,18496,14570,8342,24902,30240,46692,42910,12504,38256,24592,45486,52166,25728,29434,60542,23916,26708,41608,9234,49230,13034
1541.14,20188,18736,14688,8420,24496,30228,46202,43126,12560,38078,24522,45586,52598,25740,29268,60376,23870,27020,41872,9266,49160,12928
1542.69,20072,18530,14506,8396,24702,30140,46360,42906,12414,38206,24588,45622,52472,25544,29276,60584,23786,26748,41724,9336,49276,13066
1544.24,20052,18554,14746,8270,24840,30282,46606,43214,12504,38244,24602,45834,52802,25880,29532,60304,23872,26854,41848,9350,49562,12986
1545.8,20122,18416,14538,8272,24626,30144,46554,43612,12548,38398,24596,45640,52624,25934,29432,61084,23966,26868,42100,9318,49332,13004
1547.35,20168,18582,14602,8324,24768,30280,46294,43172,12390,38342,24726,45758,52942,25714,29598,60578,23816,27086,42046,9338,49392,12886
1548.9,20038,18588,14580,8368,24692,30320,46440,43350,12552,38450,24716,45760,52838,25624,29410,60904,23782,26930,41918,9178,49076,12874
1550.45,20128,18638,14412,8308,24702,30404,46442,43162,12464,38596,24770,46044,52720,26010,29586,60772,24130,26992,42008,9268,49112,12984
1552,20244,18614,14642,8306,24652,30478,46292,43230,12342,38864,24782,45738,52678,25726,29538,60888,24078,26972,42080,9294,49372,12972
1553.55,20032,18512,14472,8310,24826,30310,46680,43370,12612,38686,24676,45880,52594,26054,29712,61246,24038,26966,41872,9330,49356,13084
1555.1,20078,18438,14606,8212,24684,30398,46808,43404,12474,38882,25008,45982,52790,25678,29588,61162,23968,26938,41882,9274,49580,13026
1556.66,20072,18506,14552,8284,24882,30464,46348,43450,12328,39178,24886,45886,52780,25914,29402,61038,23838,27184,42120,9310,49270,12868
1558.2,20162,18420,14400,8154,24648,30512,46578,43654,12508,39050,25184,45964,52936,25874,29742,61134,24118,26890,41890,9296,49788,12878
1559.75,20174,18388,14678,8194,24922,30392,46666,43664,12302,38938,24876,45976,52804,25892,29934,61248,23856,27002,41940,9240,49520,12952
1561.3,20196,18506,14380,8274,24922,30292,46360,43610,12380,39392,24992,46196,53030,26018,29818,61244,24164,26860,42476,9234,49716,12900
1562.85,20162,18454,14430,8108,24802,30518,46524,43606,12562,39546,25010,45898,53128,26088,29942,61414,24184,27082,42110,9264,49318,12876
1564.4,20178,18564,14564,8238,24694,30406,46694,43954,12446,39582,25066,45822,53210,25730,29892,61380,23966,27174,41832,9242,49518,12836
1565.95,19922,18576,14560,8078,24698,30630,46554,43728,12390,39698,25256,45936,52954,25882,29934,61120,24132,27070,42072,9244,49642,12840
1567.5,20224,18328,14578,8060,24796,30468,46648,43842,12444,39704,24968,45970,53164,25952,29850,61342,24104,27042,42200,9234,49694,12920
1569.05,20210,18490,14516,8126,24882,30598,46592,43880,12458,39532,25068,45990,53168,25778,29926,61384,24226,27190,42084,9166,49600,12834
1570.59,20370,18246,14568,8006,24694,30746,46654,43768,12602,39586,25346,46326,53422,26030,30122,61674,24028,27180,41942,9308,49798,12860
1572.14,20366,18512,14464,8022,24858,30730,46774,44246,12514,40104,25090,46148,53236,25842,29754,61574,24170,27236,42136,9334,49998,12958
1573.69,20096,18482,14696,8084,24864,30464,46632,44174,12474,39928,25180,46132,53084,26118,30308,61552,24218,27268,41952,9372,49540,12966
1575.24,20340,18440,14584,8024,24758,30536,46750,44406,12638,40136,25332,46068,52970,26072,29924,61804,24088,27194,42276,9252,49546,12838
1576.78,20300,18438,14616,7940,24860,30552,46662,44080,12478,40172,25286,46054,53488,26024,29872,61388,24332,27210,42262,9236,49662,13002
1578.33,20306,18600,14472,8006,24910,30660,46872,44084,12684,40092,25492,46048,53186,26002,30094,61710,24096,27360,42228,9176,49584,12992
1579.88,20406,18680,14604,7996,24696,30612,46534,44152,12540,40142,25272,46120,53348,26074,29974,61888,24196,27208,42170,9386,49860,12912
1581.42,20250,18660,14614,8050,24818,30662,46854,43950,12486,40128,25316,46326,53300,25916,30018,61804,24248,27200,42374,9278,49754,12860
